datetime;DNI;DryBulb;DewPoint;Pressure;Wdir;Wspd;elevation;zenith;azimuth;aoi;IAM;pr_geo;pr_shadows;pr_opt_peak;solar_fraction;SF.x.mf;SF.x.tin;SF.x.tout;SF.x.pin;SF.x.pout;SF.x.prth;SF.x.prop;SF.x.qabs;SF.x.qlst;SF.x.qlbk;SF.x.pwr;LB.000.x.mf;LB.000.x.tin;LB.000.x.tout;LB.000.x.pin;LB.000.x.pout;LB.000.x.prth;LB.000.x.prop;LB.000.x.qabs;LB.000.x.qlst;LB.000.x.qlbk;SB.NE.x.mf;SB.NE.x.tin;SB.NE.x.tout;SB.NE.x.pin;SB.NE.x.pout;SB.NE.x.prth;SB.NE.x.prop;SB.NE.x.qabs;SB.NE.x.qlst;SB.NE.x.qlbk;SB.SO.x.mf;SB.SO.x.tin;SB.SO.x.tout;SB.SO.x.pin;SB.SO.x.pout;SB.SO.x.prth;SB.SO.x.prop;SB.SO.x.qabs;SB.SO.x.qlst;SB.SO.x.qlbk;SB.SE.x.mf;SB.SE.x.tin;SB.SE.x.tout;SB.SE.x.pin;SB.SE.x.pout;SB.SE.x.prth;SB.SE.x.prop;SB.SE.x.qabs;SB.SE.x.qlst;SB.SE.x.qlbk;SB.NO.x.mf;SB.NO.x.tin;SB.NO.x.tout;SB.NO.x.pin;SB.NO.x.pout;SB.NO.x.prth;SB.NO.x.prop;SB.NO.x.qabs;SB.NO.x.qlst;SB.NO.x.qlbk
1989-07-01 01:00:00+01:00;0;275,53999999999996;;94400,0;230;3,1;-29,332978262539765;119,33297826253977;352,7983412340167;59,87242790895877;0,7217966238058371;0,9813480456972613;0,0;0,7281244610469688;0,8449899512669999;312,0;563,15;545,2407391870463;2000000,0;1968863,434599613;0,0;0,5255577776941467;0,0;326079,5478523202;7594,888592937761;-12704703,479825642;2,0;563,15;545,8850938196442;2000000,0;1968863,4345996135;0,0;0,5255577776941468;0,0;2090,253511873848;48,68518328806259;78,0;563,15;545,5628020645204;2000000,0;1968863,434599613;0,0;0,5255577776941467;0,0;81519,88696308005;1898,7221482344403;78,0;563,15;545,5628020645204;2000000,0;1968863,434599613;0,0;0,5255577776941467;0,0;81519,88696308005;1898,7221482344403;78,0;563,15;545,5628020645204;2000000,0;1968863,434599613;0,0;0,5255577776941467;0,0;81519,88696308005;1898,7221482344403;78,0;563,15;545,5628020645204;2000000,0;1968863,434599613;0,0;0,5255577776941467;0,0;81519,88696308005;1898,7221482344403
1989-07-01 02:00:00+01:00;0;275,03999999999996;;94400,0;240;2,6;-29,188056332099393;119,18805633209939;8,612237874505752;59,67551962163597;0,7255922741537124;0,9814948340519313;0,0;0,7281244610469688;0,8449899512669999;312,0;563,15;545,2525233504464;2000000,0;1968863,5673319404;0,0;0,5283214835580164;0,0;325840,3675419918;7609,037949113843;-12696434,067264307;2,0;563,15;545,8968947357157;2000000,0;1968863,5673319404;0,0;0,5283214835580163;0,0;2088,720304756359;48,77588428919131;78,0;563,15;545,5745946296115;2000000,0;1968863,5673319404;0,0;0,5283214835580164;0,0;81460,09188549795;1902,2594872784607;78,0;563,15;545,5745946296115;2000000,0;1968863,5673319404;0,0;0,5283214835580164;0,0;81460,09188549795;1902,2594872784607;78,0;563,15;545,5745946296115;2000000,0;1968863,5673319404;0,0;0,5283214835580164;0,0;81460,09188549795;1902,2594872784607;78,0;563,15;545,5745946296115;2000000,0;1968863,5673319404;0,0;0,5283214835580164;0,0;81460,09188549795;1902,2594872784607
1989-07-01 03:00:00+01:00;0;275,09;;94400,0;240;3,1;-25,85350291507615;115,85350291507615;23,709708648893923;55,48262770653326;0,7947262479430207;0,9842609822255489;0,0;0,7281244610469688;0,8449899512669999;312,0;563,15;545,2344197092318;2000000,0;1968863,3663068742;0,0;0,5786596209633919;0,0;326207,8030533081;7607,433887575316;-12709138,05795056;2,0;563,15;545,8787653561876;2000000,0;1968863,366306875;0,0;0,5786596209633916;0,0;2091,0756605981287;48,7656018434315;78,0;563,15;545,5564780803023;2000000,0;1968863,3663068742;0,0;0,5786596209633919;0,0;81551,95076332703;1901,858471893829;78,0;563,15;545,5564780803023;2000000,0;1968863,3663068742;0,0;0,5786596209633919;0,0;81551,95076332703;1901,858471893829;78,0;563,15;545,5564780803023;2000000,0;1968863,3663068742;0,0;0,5786596209633919;0,0;81551,95076332703;1901,858471893829;78,0;563,15;545,5564780803023;2000000,0;1968863,3663068742;0,0;0,5786596209633919;0,0;81551,95076332703;1901,858471893829
1989-07-01 04:00:00+01:00;0;275,15;;94400,0;180;2,1;-19,790462884276728;109,79046288427674;37,15798226101833;48,581852794391025;0,8732555798428898;0,9877302425346162;0,0;0,7281244610469688;0,8449899512669999;312,0;563,15;545,2728669226005;2000000,0;1968863,7924148738;0,0;0,635838748429362;0,0;325427,4627475452;7606,181370445114;-12682157,900515791;2,0;563,15;545,9172672190414;2000000,0;1968863,7924148738;0,0;0,6358387484293624;0,0;2086,073479150931;48,75757288746866;78,0;563,15;545,5949527012071;2000000,0;1968863,7924148738;0,0;0,635838748429362;0,0;81356,8656868863;1901,5453426112786;78,0;563,15;545,5949527012071;2000000,0;1968863,7924148738;0,0;0,635838748429362;0,0;81356,8656868863;1901,5453426112786;78,0;563,15;545,5949527012071;2000000,0;1968863,7924148738;0,0;0,635838748429362;0,0;81356,8656868863;1901,5453426112786;78,0;563,15;545,5949527012071;2000000,0;1968863,7924148738;0,0;0,635838748429362;0,0;81356,8656868863;1901,5453426112786
1989-07-01 05:00:00+01:00;0;275,21;;94500,0;200;1,5;-11,645029638550275;101,64502963855027;48,727617068081145;40,245351951143874;0,9326048715181761;0,9908381837300779;0,0;0,7281244610469688;0,8449899512669999;312,0;563,15;545,2962732792836;2000000,0;1968864,051464108;0,0;0,6790524194439493;0,0;324952,38126280805;7604,760760865349;-12665731,977441067;2,0;563,15;545,9407068242111;2000000,0;1968864,0514641074;0,0;0,6790524194439496;0,0;2083,0280850180006;48,74846641580353;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,6790524194439493;0,0;81238,09531570201;1901,1901902163372;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,6790524194439493;0,0;81238,09531570201;1901,1901902163372;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,6790524194439493;0,0;81238,09531570201;1901,1901902163372;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,6790524194439493;0,0;81238,09531570201;1901,1901902163372
1989-07-01 06:00:00+01:00;0;275,21;;94500,0;160;1,5;-2,0164100789751336;92,01641007897513;58,67929127950532;31,299122608493278;0,9707783007580031;0,9934190376577542;0,0;0,7281244610469688;0,8449899512669999;312,0;563,15;545,2962732792836;2000000,0;1968864,051464108;0,0;0,7068474270355131;0,0;324952,38126280805;7604,760760865349;-12665731,977441067;2,0;563,15;545,9407068242111;2000000,0;1968864,0514641074;0,0;0,7068474270355132;0,0;2083,0280850180006;48,74846641580353;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,7068474270355131;0,0;81238,09531570201;1901,1901902163372;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,7068474270355131;0,0;81238,09531570201;1901,1901902163372;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,7068474270355131;0,0;81238,09531570201;1901,1901902163372;78,0;563,15;545,6183757327236;2000000,0;1968864,051464108;0,0;0,7068474270355131;0,0;81238,09531570201;1901,1901902163372
1989-07-01 07:00:00+01:00;0;275,21;;94500,0;0;0,0;8,62983608796404;81,37016391203596;67,46857586562021;22,262575386782014;0,992483686063662;0,9955689477099586;0,4225850692777888;0,7281244610469688;0,8449899512669999;312,0;563,15;545,3527049601698;2000000,0;1968864,6757640578;0,0;0,7226516490130129;0,0;323806,92705963727;7605,391158028333;-12626127,88545144;2,0;563,15;545,9972185979725;2000000,0;1968864,675764058;0,0;0,7226516490130129;0,0;2075,68542986947;48,75250742325855;78,0;563,15;545,6748475825967;2000000,0;1968864,6757640578;0,0;0,7226516490130129;0,0;80951,73176490932;1901,3477895070832;78,0;563,15;545,6748475825967;2000000,0;1968864,6757640578;0,0;0,7226516490130129;0,0;80951,73176490932;1901,3477895070832;78,0;563,15;545,6748475825967;2000000,0;1968864,6757640578;0,0;0,7226516490130129;0,0;80951,73176490932;1901,3477895070832;78,0;563,15;545,6748475825967;2000000,0;1968864,6757640578;0,0;0,7226516490130129;0,0;80951,73176490932;1901,3477895070832
1989-07-01 08:00:00+01:00;498;275,26;;94600,0;0;0,0;19,95239346853989;70,0476065314601;75,6052824290569;13,51374969426369;0,9978124591354407;0,9973986028814344;0,9610290652485745;0,7281244610469688;0,8449899512669999;701,454587361445;563,15;665,6229829147287;2000000,0;1851483,0312145362;0,9074046639110167;0,7265316590339429;5678081,929751275;517822,185032197;8922,857535730418;175857822,22617617;4,496503765137466;563,15;666,2494024715019;2000000,0;1851483,0312145378;0,907404663911017;0,7265316590339433;36397,96108814922;3319,3729809756223;57,19780471622063;175,36364684036124;563,15;665,9349130833815;2000000,0;1851483,0312145362;0,9074046639110167;0,7265316590339429;1419520,4824378188;129455,54625804925;2230,7143839326045;175,36364684036124;563,15;665,9349130833815;2000000,0;1851483,0312145362;0,9074046639110167;0,7265316590339429;1419520,4824378188;129455,54625804925;2230,7143839326045;175,36364684036124;563,15;665,9349130833815;2000000,0;1851483,0312145362;0,9074046639110167;0,7265316590339429;1419520,4824378188;129455,54625804925;2230,7143839326045;175,36364684036124;563,15;665,9349130833815;2000000,0;1851483,0312145362;0,9074046639110167;0,7265316590339429;1419520,4824378188;129455,54625804925;2230,7143839326045
1989-07-01 09:00:00+01:00;624;275,37;;94600,0;30;2,1;31,692065162313632;58,30793483768637;83,66585969491717;5,386577608797352;0,9967869620970193;0,9989793744287706;1,0;0,7281244610469688;0,8449899512669999;936,5246493185954;563,15;665,6129376821123;2000000,0;1746165,6946524098;0,9285764764472901;0,7257849695555377;7407327,925286036;520920,2567691263;8914,47494587675;234766408,56478035;6,003363136657661;563,15;666,2391917853529;2000000,0;1746165,6946524093;0,9285764764472901;0,7257849695555375;47482,871315936136;3339,232415186707;57,144070165876585;234,13116232964884;563,15;665,9247863475337;2000000,0;1746165,6946524098;0,9285764764472901;0,7257849695555377;1851831,981321509;130230,06419228157;2228,6187364691873;234,13116232964884;563,15;665,9247863475337;2000000,0;1746165,6946524098;0,9285764764472901;0,7257849695555377;1851831,981321509;130230,06419228157;2228,6187364691873;234,13116232964884;563,15;665,9247863475337;2000000,0;1746165,6946524098;0,9285764764472901;0,7257849695555377;1851831,981321509;130230,06419228157;2228,6187364691873;234,13116232964884;563,15;665,9247863475337;2000000,0;1746165,6946524098;0,9285764764472901;0,7257849695555377;1851831,981321509;130230,06419228157;2228,6187364691873
1989-07-01 10:00:00+01:00;722;275,53999999999996;;94600,0;360;3,1;43,618015451172695;46,381984548827305;92,45701817901943;1,778511035413313;0,998598528043219;0,9996639008220688;1,0;0,7281244610469688;0,8449899512669999;1097,465972026151;563,15;665,6232796503941;2000000,0;1658870,348215631;0,9382079524291368;0,727104015033765;8592118,141709784;522704,2205487036;8907,556452884963;275140508,12898046;7,035038282218916;563,15;666,2497040964137;2000000,0;1658870,348215632;0,9382079524291369;0,7271040150337652;55077,680395575546;3350,668080440409;57,09972085182669;274,3664930065377;563,15;665,9352122275112;2000000,0;1658870,348215631;0,9382079524291368;0,727104015033765;2148029,535427446;130676,0551371759;2226,8891132212407;274,3664930065377;563,15;665,9352122275112;2000000,0;1658870,348215631;0,9382079524291368;0,727104015033765;2148029,535427446;130676,0551371759;2226,8891132212407;274,3664930065377;563,15;665,9352122275112;2000000,0;1658870,348215631;0,9382079524291368;0,727104015033765;2148029,535427446;130676,0551371759;2226,8891132212407;274,3664930065377;563,15;665,9352122275112;2000000,0;1658870,348215631;0,9382079524291368;0,727104015033765;2148029,535427446;130676,0551371759;2226,8891132212407
