date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NE.a.mf;SB.SO.a.mf;SB.SE.a.mf;SB.NO.a.tin;SB.NE.a.tin;SB.SO.a.tin;SB.SE.a.tin;SB.NO.a.tout;SB.NE.a.tout;SB.SO.a.tout;SB.SE.a.tout;SB.NO.a.pin;SB.NE.a.pin;SB.SO.a.pin;SB.SE.a.pin;SB.NO.a.pout;SB.NE.a.pout;SB.SO.a.pout;SB.SE.a.pout;elevation;zenith;azimuth;aoi;IAM;pr_geo;pr_shadows;pr_opt_peak;solar_fraction;SF.x.mf;SF.x.tin;SF.x.tout;SF.x.pin;SF.x.pout;SF.x.prth;SF.x.prop;SF.x.qabs;SF.x.qlst;SF.x.qlbk;SF.x.pwr;LB.000.x.mf;LB.000.x.tin;LB.000.x.tout;LB.000.x.pin;LB.000.x.pout;LB.000.x.prth;LB.000.x.prop;LB.000.x.qabs;LB.000.x.qlst;LB.000.x.qlbk;SB.SO.x.mf;SB.SO.x.tin;SB.SO.x.tout;SB.SO.x.pin;SB.SO.x.pout;SB.SO.x.prth;SB.SO.x.prop;SB.SO.x.qabs;SB.SO.x.qlst;SB.SO.x.qlbk;SB.SE.x.mf;SB.SE.x.tin;SB.SE.x.tout;SB.SE.x.pin;SB.SE.x.pout;SB.SE.x.prth;SB.SE.x.prop;SB.SE.x.qabs;SB.SE.x.qlst;SB.SE.x.qlbk;SB.NO.x.mf;SB.NO.x.tin;SB.NO.x.tout;SB.NO.x.pin;SB.NO.x.pout;SB.NO.x.prth;SB.NO.x.prop;SB.NO.x.qabs;SB.NO.x.qlst;SB.NO.x.qlbk;SB.NE.x.mf;SB.NE.x.tin;SB.NE.x.tout;SB.NE.x.pin;SB.NE.x.pout;SB.NE.x.prth;SB.NE.x.prop;SB.NE.x.qabs;SB.NE.x.qlst;SB.NE.x.qlbk;SF.a.mf;SF.a.tin;SF.a.tout;SF.b.tout;SF.b.prth;SF.b.prop;SF.b.pwr;SF.a.pwr;SF.b.wpwr;SF.a.pin;SF.a.pout;SF.b.pout;SF.b.qabs;SF.b.qlst;SF.b.qlbk;LB.SO.a.mf;LB.SO.a.tin;LB.SO.a.tout;LB.SO.b.tout;LB.SO.a.pin;LB.SO.b.pout;LB.SO.b.prth;LB.SO.b.prop;LB.SO.b.qabs;LB.SO.b.qlst;LB.SO.b.qlbk;LB.SO.b.wpwr;SB.SO.b.tout;SB.SO.b.pout;SB.SO.b.prth;SB.SO.b.prop;SB.SO.b.qabs;SB.SO.b.qlst;SB.SO.b.qlbk;SB.SO.b.wpwr;LB.SE.a.mf;LB.SE.a.tin;LB.SE.a.tout;LB.SE.b.tout;LB.SE.a.pin;LB.SE.b.pout;LB.SE.b.prth;LB.SE.b.prop;LB.SE.b.qabs;LB.SE.b.qlst;LB.SE.b.qlbk;LB.SE.b.wpwr;SB.SE.b.tout;SB.SE.b.pout;SB.SE.b.prth;SB.SE.b.prop;SB.SE.b.qabs;SB.SE.b.qlst;SB.SE.b.qlbk;SB.SE.b.wpwr;LB.NO.a.mf;LB.NO.a.tin;LB.NO.a.tout;LB.NO.b.tout;LB.NO.a.pin;LB.NO.b.pout;LB.NO.b.prth;LB.NO.b.prop;LB.NO.b.qabs;LB.NO.b.qlst;LB.NO.b.qlbk;LB.NO.b.wpwr;SB.NO.b.tout;SB.NO.b.pout;SB.NO.b.prth;SB.NO.b.prop;SB.NO.b.qabs;SB.NO.b.qlst;SB.NO.b.qlbk;SB.NO.b.wpwr;LB.NE.a.mf;LB.NE.a.tin;LB.NE.a.tout;LB.NE.b.tout;LB.NE.a.pin;LB.NE.b.pout;LB.NE.b.prth;LB.NE.b.prop;LB.NE.b.qabs;LB.NE.b.qlst;LB.NE.b.qlbk;LB.NE.b.wpwr;SB.NE.b.tout;SB.NE.b.pout;SB.NE.b.prth;SB.NE.b.prop;SB.NE.b.qabs;SB.NE.b.qlst;SB.NE.b.qlbk;SB.NE.b.wpwr
01/01/2016 0:00;0,209966917;282,7996382;94246,40032;2,1125;61,8530774;51,500763;51,555656;68,704443;364,5321985;363,3163884;362,9014159;363,4335665;360,1762928;358,5992974;358,056562;359,0905345;754458,4357;754687,3;769747,7333;758019,84;689574,98;697201,32;709506,025;699316,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 1:00;0,229650533;282,7696962;94205,50233;0,318333333;61,93636789;51,5904054;51,814181;68,797239;361,4937936;361,0303073;360,6883072;361,1660752;358,0571328;356,6995762;356,1164077;357,0695083;755248,075;751910,2;766329,7667;756823,5;688048,3607;698771,5;709506,05;698419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 2:00;0,21344305;282,870234;94175,13996;0,491666667;61,86687676;51,021797;51,58508514;68,69895808;359,2793619;358,8060684;358,3867225;358,9650892;355,9517058;354,6041647;354,0793585;354,9964088;743563,6429;745821,9667;761736,9;750201,2;686656,5923;688931,4583;701815,6;694445,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 3:00;0,242243;282,8332826;94142,1997;0,015833333;61,98106862;51,542038;51,6514702;68,75258736;357,1679283;356,7017281;356,3736023;356,8376831;353,9432697;352,7193225;352,1917503;353,0672249;741204,4;743600,26;757891,7;748064,9667;680346,5;687716,4778;698611,25;687756,525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 4:00;0,2442617;282,9301015;94141,16762;0,044166667;61,88143588;51,12032167;51,4269698;68,68704;355,1594887;354,6788384;354,3183487;354,8398724;352,0498439;350,7761177;350,2518822;351,1490025;738665,6;738345,1;750948,9;739306,45;671614,65;686595;698771,45;685793,8667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 5:00;0,238071033;283,0680207;94142,60828;0,615;61,8262317;50,908434;51,73427167;68,59961054;353,1701263;352,7218986;352,4129089;352,866857;350,1034882;348,8715329;348,3877342;349,2144742;735140,8;732897,75;752444,25;738390,9286;670314,4154;679064,8;691241,3;679585,4625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 6:00;0,2382056;282,9004978;94198,25804;0,088333333;61,89980567;51,268871;51,546347;68,79586283;351,262776;350,8903223;351,4638655;350,9537856;348,438948;347,8964981;347,6082011;347,8561577;730494,49;732617,3625;754366,9;742617,6;673263,1895;674498,575;691882,1;680666,9286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 7:00;0,240089733;282,8480996;94233,29903;0,293333333;61,74724283;51,342171;51,67074312;68,76202775;351,1025591;350,9865576;350,7160512;351,3223534;347,4525619;345,8777597;345,4044515;346,4588339;732256,8833;733859,1;748278,6;740500,7818;669992,45;675219,5;688731,2;678936,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 8:00;4,031959083;283,2841999;94260,68318;0,71;39,90074231;32,27086318;32,50941905;44,7832122;351,7442269;374,9564437;378,5466531;375,9729703;357,2062329;378,2847716;383,1796513;366,9865951;668462,3951;667401,6602;687908,0851;675923,7879;625911,1843;625098,8732;639022,4462;631846,6278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 9:00;0,457839233;284,2872084;94305,92112;2,010833333;75,21201928;59,91483474;60,99281615;82,813726;388,5812835;391,8149772;386,4496969;391,8487186;380,2511067;371,7366867;369,9245145;375,8160731;826884,0426;798977,3781;799329,6727;801005,6161;745922,4847;753252,7462;761491,4234;756909,6758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 10:00;0,90845245;285,6284043;94322,83961;5,9875;89,78566184;72,9491379;73,15475923;97,02288772;370,1538488;372,9783036;375,1211071;372,9815233;373,2448734;374,6945521;373,9871166;373,7498425;890072,5079;897740,45;917014,7634;900762,3365;781064,1355;788080,856;803061,0685;793127,5796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 11:00;1,365528733;286,3245284;94299,87581;6,225;88,51316677;72,89656333;73,191012;96,50880871;375,3182547;373,7102634;373,0809351;373,9255082;373,655139;373,5736026;373,4708942;373,0117006;889159,1964;886599,55;904570,6;890726,3455;779343,7803;785116,5;799520,8766;789314,2703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 12:00;18,28929858;287,1158525;94244,23582;5,7;88,62078133;72,950903;73,4421972;96,58069717;373,5730322;373,8534088;374,0336516;374,0569551;375,5513142;376,5244624;376,8085596;376,0043293;888604,3066;886652,9389;903048,5125;888370,1462;776964,6806;785235,4077;796893,1214;788746,1276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 13:00;21,36258728;286,9405085;94159,68581;7,05;88,44411647;72,93830325;73,27144278;96,54433575;373,6368516;373,8705786;374,4119705;373,9833827;374,3392125;375,3356247;375,2295044;374,2516662;887593,136;886453,3789;900100,52;888221,9162;775218,3726;782856,4169;795653,6354;786543,3377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 14:00;345,2573975;287,5766373;94121,99083;7,8625;88,53962336;72,9518318;72,95647033;96,44605596;376,070082;376,017665;376,193109;376,1588883;405,4676047;416,6198812;414,401649;401,6451227;885366,3527;888712,5478;904793,1;888141,892;775916,9111;783421,074;794770,2393;786476,834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/01/2016 15:00;248,2426002;288,0632183;94059,88033;7,525;89,50771911;73,18819471;73,1487786;97,18983631;378,384426;380,1064617;382,7111364;380,1927634;466,6921209;476,1396835;479,1464829;472,8076726;896008,2435;901750,3385;920683,09;904382,5653;783780,3948;795463,9695;810621,9853;797355,707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
