;Date;DNI;Wspd;Wdir;DryBulb;Pressure;pr;tout;pout;Z;E;aoi
0;17/01/2019 0:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;161,11165478946492;-71,11165478946492;18,090143615140338
1;17/01/2019 1:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;160,03589075103497;-70,03589075103497;17,794736261261928
2;17/01/2019 2:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;152,2411659031668;-62,2411659031668;15,134570146995186
3;17/01/2019 3:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;141,71263962637948;-51,71263962637949;10,368904533762686
4;17/01/2019 4:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;130,29318101661758;-40,29318101661758;3,889338642192031
5;17/01/2019 5:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;118,6643617515898;-28,664361751589794;3,8840332185941318
6;17/01/2019 6:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;107,17056604937925;-17,17056604937925;12,560878836686811
7;17/01/2019 7:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;96,07756931343333;-6,07756931343333;21,788637700230474
8;17/01/2019 8:00;800;3;0;288;101000;0,8102972850371836;566,0127348012035;1831743,8808446056;85,67248163588626;4,327518364113746;31,223686012100845
9;17/01/2019 9:00;800;3;0;288;101000;0,9190094580645586;625,3062038604091;1828245,5680305506;76,32396486280366;13,676035137196335;40,46865977844807
10;17/01/2019 10:00;800;3;0;288;101000;0,9327158483635042;659,6985238023196;1824674,3020921997;68,5256720412087;21,474327958791303;48,95798128417505
11;17/01/2019 11:00;800;3;0;288;101000;0,9304138176081965;650,1399065451862;1825622,566021314;62,897458716077736;27,102541283922267;55,7706371927369
12;17/01/2019 12:00;800;3;0;288;101000;0,9279020216290622;642,1457567276889;1826457,3558486989;60,07700877973134;29,922991220268663;59,51589561766086
13;17/01/2019 13:00;800;3;0;288;101000;0,9283670574884809;643,510654660831;1826313,800016926;60,469179299388294;29,530820700611706;58,95544082618673
14;17/01/2019 14:00;800;3;0;288;101000;0,9310985026391804;652,6532218086074;1825365,6102611625;64,01358221810473;25,98641778189527;54,30274820904884
15;17/01/2019 15:00;800;3;0;288;101000;0,9317631893717748;656,8014979753281;1824962,2106579044;70,22274812665711;19,777251873342884;46,956526445045455
16;17/01/2019 16:00;800;3;0;288;101000;0,9105860808069894;612,5572624809531;1829442,4664798372;78,4448885843308;11,555111415669197;38,20422231330717
17;17/01/2019 17:00;800;3;0;288;101000;0,6134157350839725;549,9492864924179;1831699,0218041618;88,08576835588588;1,914231644114122;28,85846010145538
18;17/01/2019 18:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;98,68390261767512;-8,683902617675122;19,428054548699432
19;17/01/2019 19:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;109,89418588323622;-19,89418588323622;10,28846165673061
20;17/01/2019 20:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;121,43957488054731;-31,439574880547312;1,7807677829051294
21;17/01/2019 21:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;133,0448336858156;-43,04483368581559;5,734600352256564
22;17/01/2019 22:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;144,3139549422722;-54,3139549422722;11,85679108882817
23;17/01/2019 23:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;154,38564531386203;-64,38564531386201;16,163353363008955
24;17/02/2019 0:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;152,417852589486;-62,41785258948598;26,671539297678894
25;17/02/2019 1:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;152,05147646772855;-62,05147646772855;26,53685925164231
26;17/02/2019 2:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;146,01958473870002;-56,01958473870003;23,771707321017953
27;17/02/2019 3:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;136,68556807970342;-46,68556807970341;18,712540948051558
28;17/02/2019 4:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;125,83074769387123;-35,83074769387123;11,862846408495377
29;17/02/2019 5:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;114,34836062930071;-24,34836062930072;3,7386334914299297
30;17/02/2019 6:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;102,71230205223159;-12,712302052231594;5,203678553344603
31;17/02/2019 7:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;91,2490320388057;-1,2490320388056888;14,56620035154785
32;17/02/2019 8:00;800;3;0;288;101000;0,896603808630776;603,2628293884231;1830199,5622101622;80,27102701571206;9,72897298428793;23,968098252477365
33;17/02/2019 9:00;800;3;0;288;101000;0,9318932800811291;665,2784967706353;1824191,471856556;70,16533069601374;19,834669303986253;32,97850857284165
34;17/02/2019 10:00;800;3;0;288;101000;0,933526432586795;666,1394133068737;1824105,3586177428;61,47392402916977;28,526075970830227;41,02281688643606
35;17/02/2019 11:00;800;3;0;288;101000;0,9330146864155067;661,3833114581636;1824518,08137452;54,94761767536249;35,05238232463751;47,28018498732601
36;17/02/2019 12:00;800;3;0;288;101000;0,9323102299799806;657,7016299708437;1824864,7176906615;51,463282598128544;38,536717401871456;50,70811579431844
37;17/02/2019 13:00;800;3;0;288;101000;0,9323685342107173;657,9756173294726;1824838,2885136125;51,66066993837666;38,33933006162334;50,4812214299963
38;17/02/2019 14:00;800;3;0;288;101000;0,9331056147690221;661,9555803754348;1824466,063968557;55,49912544255352;34,50087455744648;46,65986044579163
39;17/02/2019 15:00;800;3;0;288;101000;0,933533244841073;666,661175673423;1824063,2138417396;62,289828342151566;27,710171657848438;40,13182119389688
40;17/02/2019 16:00;800;3;0;288;101000;0,9302965619939622;660,2278407834339;1824653,2637296706;71,15687340660186;18,843126593398136;31,924956007410824
41;17/02/2019 17:00;800;3;0;288;101000;0,8867788474267115;595,8531553335081;1830702,8041549912;81,37056860643132;8,629431393568682;22,82664703487367
42;17/02/2019 18:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;92,40770309398262;-2,407703093982624;13,387940221898713
43;17/02/2019 19:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;103,89137975885843;-13,89137975885843;4,028372505529912
44;17/02/2019 20:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;115,5096005639299;-25,50960056392989;4,873377598149164
45;17/02/2019 21:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;126,92365131839799;-36,923651318397994;12,914956827869338
46;17/02/2019 22:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;137,6242721725073;-47,624272172507304;19,631543970873558
47;17/02/2019 23:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;146,63833492557606;-56,63833492557606;24,500212426754896
48;17/03/2019 0:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;142,13746462993257;-52,137464629932566;37,356067199179606
49;17/03/2019 1:00;800;3;0;288;101000;0,0;536,337649645004;1831436,6960584559;141,40302698354313;-51,40302698354312;36,91936299912854
