;Date;absorptance;DNI;Wspd;Wdir;DryBulb;Pressure;pr;tout;pout
0;17/06/2019 17:00;0,96;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
1;17/06/2019 17:00;0,9590000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
2;17/06/2019 17:00;0,958;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
3;17/06/2019 17:00;0,9570000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
4;17/06/2019 17:00;0,956;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
5;17/06/2019 17:00;0,955;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
6;17/06/2019 17:00;0,9540000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
7;17/06/2019 17:00;0,953;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
8;17/06/2019 17:00;0,9520000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
9;17/06/2019 17:00;0,951;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
10;17/06/2019 17:00;0,95;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
11;17/06/2019 17:00;0,9490000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
12;17/06/2019 17:00;0,948;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
13;17/06/2019 17:00;0,9470000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
14;17/06/2019 17:00;0,946;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
15;17/06/2019 17:00;0,945;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
16;17/06/2019 17:00;0,9440000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
17;17/06/2019 17:00;0,943;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
18;17/06/2019 17:00;0,9420000000000001;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
19;17/06/2019 17:00;0,941;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
20;17/06/2019 17:00;0,94;800;3;0;288;101000;0,9079567581435283;672,0602593148658;1823692,2278398997
