date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;elevation;zenith;azimuth;aoi;IAM;pr_shadows;pr_borders;pr_opt_peak;solar_fraction;SF.x.mf;SF.x.tin;SF.x.tout;SF.x.pin;SF.x.pout;SF.x.prth;SF.x.prop;SF.x.qabs;SF.x.qlst;SF.x.qlbk;SF.x.pwr;SF.x.globalpr;LB.000.x.mf;LB.000.x.tin;LB.000.x.tout;LB.000.x.pin;LB.000.x.pout;LB.000.x.prth;LB.000.x.prop;LB.000.x.qabs;LB.000.x.qlst;LB.000.x.qlbk;SB.NO.x.mf;SB.NO.x.tin;SB.NO.x.tout;SB.NO.x.pin;SB.NO.x.pout;SB.NO.x.prth;SB.NO.x.prop;SB.NO.x.qabs;SB.NO.x.qlst;SB.NO.x.qlbk;SF.a.mf;SF.a.tin;SF.a.tout;SF.a.pwr;SF.b.tout;SF.b.prth;SF.b.prop;SF.b.pwr;SF.b.wpwr;SF.a.pin;SF.a.pout;SF.b.pout;SF.b.qabs;SF.b.qlst;SF.b.qlbk;SF.a.prth;SF.a.globalpr;LB.NO.a.mf;LB.NO.a.tin;LB.NO.a.tout;LB.NO.b.tout;LB.NO.a.pin;LB.NO.b.pout;LB.NO.b.prth;LB.NO.b.prop;LB.NO.b.qabs;LB.NO.b.qlst;LB.NO.b.qlbk;LB.NO.b.wpwr;SB.NO.b.tout;SB.NO.b.pout;SB.NO.b.prth;SB.NO.b.prop;SB.NO.b.qabs;SB.NO.b.qlst;SB.NO.b.qlbk;SB.NO.b.wpwr;SF.b.globalpr
2007-06-29 00:00:00;0,0;288,75;99400,0;5,9;204,0;525,8149999999999;523,487;-0,3703;-0,3703;0,0;1260175,589;1189902,639;-27,55636701032467;117,55636701032466;3,6421949863503187;62,22267606394451;0,6717579499645743;0,0;0,9705464816547942;0,7990220668465727;0,9224622792;203,99999999999994;526,0615783771002;510,13148878048105;1260175,589;1239328,2909126058;0,0;0,2501448298359909;0,0;486760,32810328563;9477,318125570193;-7,089860007123276;0,0;1,7;525,8149999999999;509,70087922768016;1260175,589;1239328,2909126058;0,0;0,2501448298359909;0,0;4056,336067527381;78,97765104641829;203,99999999999994;525,8149999999999;509,9159547190158;1260175,589;1239328,2909126058;0,0;0,2501448298359909;0,0;486760,32810328563;9477,318125570193;203,99999999999994;526,0615783771002;523,7293078646127;-1,0469579356465275;510,12999062256415;0,0;0,2501448298359909;-7,090520028702022;0,0;1260175,589;1189902,639;1239328,289434159;0,0;486804,9346649432;9477,737485073338;0,0;0,0;1,7;525,8149999999999;0,0;509,6993874380117;1260175,589;1239328,289434159;0,0;0,2501448298359909;0,0;4056,7077888745266;78,98114570894448;0,0;509,91445974421686;1239328,289434159;0,0;0,2501448298359909;0,0;486804,9346649432;9477,737485073338;0,0;
2007-06-29 01:00:00;0,0;287,54999999999995;99400,0;8,1;204,0;515,857;513,723;-0,3703;-0,3703;0,0;1249950,8900000001;1179526,949;-25,28376597701735;115,28376597701735;18,820869714790035;58,85459420308319;0,7408279194594996;0,0;0,9743278630688817;0,7990220668465727;0,9224622792;203,99999999999994;516,0847326217051;501,21230350377976;1249950,8900000001;1229085,3443118518;0,0;0,3061572091603464;0,0;448789,7165155519;9120,70398877613;-6,539605557769402;0,0;1,7;515,857;500,8219436306779;1249950,8900000001;1229085,3443118518;0,0;0,3061572091603462;0,0;3739,914304296264;76,0058665731344;203,99999999999994;515,857;501,01688914829066;1249950,8900000001;1229085,3443118518;0,0;0,3061572091603464;0,0;448789,7165155519;9120,70398877613;203,99999999999994;516,0847326217051;513,946450035933;-0,9479454147099825;501,2060817085839;0,0;0,3061572091603464;-6,542315097101701;0,0;1249950,8900000001;1179526,949;1229085,3416137313;0,0;448972,77266950236;9122,52858826931;0,0;0,0;1,7;515,857;0,0;500,81575165561947;1249950,8900000001;1229085,3416137313;0,0;0,3061572091603462;0,0;3741,4397722458534;76,02107156891094;0,0;501,0106822608367;1229085,3416137313;0,0;0,3061572091603464;0,0;448972,77266950236;9122,52858826931;0,0;
2007-06-29 02:00:00;0,0;286,84999999999997;99400,0;6,6;204,0;506,835;504,90299999999996;-0,3703;-0,3703;0,0;1240014,118;1170045,436;-20,213553627176555;110,21355362717655;32,71883950214243;52,14035055781764;0,8371372472138539;0,0;0,9800421719246125;0,7990220668465727;0,9224622792;203,99999999999994;507,0438404827957;493,2411589210285;1240014,118;1219140,9604243701;0,0;0,4105181107361804;0,0;411717,86365832615;8784,955660658872;-6,002555049418744;0,0;1,7;506,835;492,89118515686414;1240014,118;1219140,9604243704;0,0;0,4105181107361803;0,0;3430,9821971527167;73,20796383882393;203,99999999999994;506,835;493,0659374347732;1240014,118;1219140,9604243701;0,0;0,4105181107361804;0,0;411717,86365832615;8784,955660658872;203,99999999999994;507,0438404827957;505,1075004650355;-0,8486123409967012;493,236138419813;0,0;0,4105181107361804;-6,004718649582486;0,0;1240014,118;1170045,436;1219140,9593070187;0,0;411863,98200576403;8786,509375400801;0,0;0,0;1,7;506,835;0,0;492,88619150837724;1240014,118;1219140,959307018;0,0;0,4105181107361803;0,0;3432,199850048034;73,22091146167334;0,0;493,06093036194756;1219140,9593070187;0,0;0,4105181107361804;0,0;411863,98200576403;8786,509375400801;0,0;
2007-06-29 03:00:00;0,0;286,34999999999997;99400,0;6,9;204,0;498,553;496,779;-0,3703;-0,3703;0,0;1229713,656;1159143,4270000001;-12,910798321546325;102,91079832154632;44,91445880429467;43,65059247142251;0,9118571425518823;0,0;0,9851998977214593;0,7990220668465727;0,9224622792;203,99999999999994;498,742393935943;485,8081281421422;1229713,656;1208836,0623047454;0,0;0,5271833838559244;0,0;381512,38347588666;8467,977544474306;-5,566935599010749;0,0;1,7;498,553;485,499930720793;1229713,656;1208836,062304745;0,0;0,5271833838559242;0,0;3179,269862299055;70,56647953728589;203,99999999999994;498,553;485,65380169251705;1229713,656;1208836,0623047454;0,0;0,5271833838559244;0,0;381512,38347588666;8467,977544474306;203,99999999999994;498,742393935943;496,96392928359796;-0,771110645754214;485,80388041645676;0,0;0,5271833838559244;-5,568748141904392;0,0;1229713,656;1159143,4270000001;1208836,0608452326;0,0;381634,74874806294;8469,35277569079;0,0;0,0;1,7;498,553;0,0;485,4957080321817;1229713,656;1208836,0608452326;0,0;0,5271833838559242;0,0;3180,2895729005236;70,57793979742324;0,0;485,64956649172416;1208836,0608452326;0,0;0,5271833838559244;0,0;381634,74874806294;8469,35277569079;0,0;
2007-06-29 04:00:00;0,0;286,25;99400,0;5,6;204,0;490,96099999999996;489,339;-0,3703;-0,3703;0,0;1221762,409;1151812,464;-3,9657076660686164;93,96570766606861;55,514436474826425;34,39138100236836;0,9598313645835668;0,0;0,9893806438468381;0,7990220668465727;0,9224622792;203,99999999999994;491,13049505921293;479,02559593213334;1221762,409;1200878,1518432477;0,0;0,6328665307771576;0,0;353289,2087495612;8162,65150602591;-5,160218352712358;0,0;1,7;490,96099999999996;478,75906199410684;1221762,409;1200878,1518432472;0,0;0,6328665307771572;0,0;2944,0767395796765;68,02209588354927;203,99999999999994;490,96099999999996;478,89211542078743;1221762,409;1200878,1518432477;0,0;0,6328665307771576;0,0;353289,2087495612;8162,65150602591;203,99999999999994;491,13049505921293;489,5039706448948;-0,6982444485020335;479,0220607436263;0,0;0,6328665307771576;-5,161713128550413;0,0;1221762,409;1151812,464;1200878,1491699466;0,0;353390,08903202135;8163,851074596019;0,0;0,0;1,7;490,96099999999996;0,0;478,7555493922538;1221762,409;1200878,1491699459;0,0;0,6328665307771572;0,0;2944,917408600177;68,03209228830013;0,0;478,8885915352177;1200878,1491699466;0,0;0,6328665307771576;0,0;353390,08903202135;8163,851074596019;0,0;
2007-06-29 05:00:00;100,0;286,65;99400,0;4,5;204,0;483,955;482,462;-0,3703;-0,3703;0,0;1215449,281;1139787,754;6,130473134134683;83,86952686586531;64,89767375851727;24,9489197491894;0,9874325514188317;0,3007599043020156;0,9927824486877304;0,7990220668465727;0,9224622792;203,99999999999994;484,10424874948393;490,6170064517362;1215449,281;1194567,0627122119;0,3414584589518556;0,715356060158628;538016,2867963217;361482,98671637045;8260,410412396597;2,784837314676745;0,0;1,7;483,955;490,2813181651497;1215449,281;1194567,062712212;0,34145845895185556;0,7153560601586275;4483,469056636013;3012,3582226364197;68,83675343663829;203,99999999999994;483,955;490,4489292117041;1215449,281;1194567,0627122119;0,3414584589518556;0,715356060158628;538016,2867963217;361482,98671637045;8260,410412396597;203,99999999999994;484,10424874948393;482,6066973556947;-0,6369198559155478;490,6170064517362;0,3414584589518556;0,715356060158628;2,784837314676745;0,0;1215449,281;1139787,754;1194567,0627122119;538016,2867963217;361482,98671637045;8260,410412396597;-11,8383006527211;0,0;1,7;483,955;0,0;490,2813181651497;1215449,281;1194567,062712212;0,34145845895185556;0,7153560601586275;4483,469056636013;3012,3582226364197;68,83675343663829;0,0;490,4489292117041;1194567,0627122119;0,3414584589518556;0,715356060158628;538016,2867963217;361482,98671637045;8260,410412396597;0,0;
2007-06-29 06:00:00;418,0;288,04999999999995;99400,0;4,2;204,0;566,15;666,15;-0,367936;-0,367936;0,0;1192836,887;1120778,2;17,003812525989296;72,9961874740107;73,54357182780905;15,717968372067782;1,0;0,8235830567125477;0,9956339092013748;0,7990220668465727;0,9224622792;323,19678326510626;566,4770495016792;667,4374799379265;1192836,887;1143616,3168421942;0,8158938346067358;0,7691441043205521;6640338,420628729;1189985,959185943;14034,399389280135;80,37273671017209;0,0;2,6933065272092196;566,15;666,2406036045297;1192836,887;1143616,3168421942;0,8158938346067359;0,7691441043205518;55336,15350523942;9916,549659882858;116,95332824400113;323,19678326510626;566,15;666,8409661444671;1192836,887;1143616,3168421942;0,8158938346067358;0,7691441043205521;6640338,420628729;1189985,959185943;14034,399389280135;203,99999999999994;566,4770495016792;666,7509250211738;50,363406837076234;709,0144727519989;0,7680741534835012;0,769144104320552;73,67512962191266;20,67622570849652;1192836,887;1120778,2;1171424,3161421337;6640338,420628729;1470876,401885964;15181,816670626093;75,84463870187457;0,0;1,7;566,15;0,0;710,2801159589208;1192836,887;1171424,3161421334;0,7680741534835009;0,7691441043205518;55336,15350523942;12257,303349049696;126,51513892188413;172301,8809041377;709,6270048227336;1171424,3161421337;0,7680741534835012;0,769144104320552;6640338,420628729;1470876,401885964;15181,816670626093;20,67622570849652;
2007-06-29 07:00:00;571,0;289,75;99400,0;3,6;616,408;566,15;666,15;52,3824;-3,02698;55,4094;1233107,9300000002;1127952,586;28,367099969330198;61,6329000306698;82,00411819702254;7,030563226779593;1,0;1,0;0,9980866966500149;0,7990220668465727;0,9224622792;607,5273436224659;566,4770495016792;667,256653405856;1233107,9300000002;1075183,7318355348;0,8928350345128939;0,7930142213620591;11383727,322657889;1187394,1738892621;13964,491897915439;150,79191171442363;0,0;5,062727863520549;566,15;666,0574556689213;1233107,9300000002;1075183,7318355346;0,8928350345128936;0,793014221362059;94864,39435548239;9894,951449077183;116,37076581596202;607,5273436224659;566,15;666,6589502996014;1233107,9300000002;1075183,7318355348;0,8928350345128939;0,7930142213620591;11383727,322657889;1187394,1738892621;13964,491897915439;616,408;566,4770495016792;666,7509250211738;152,17846510602197;665,9977268351804;0,8935136391974392;0,7930142213620591;150,9617196719448;0,0;1233107,9300000002;1127952,586;1070966,5046880357;11383727,322657889;1180431,626042097;13933,270299468997;133,68070122615265;0,36410802252077223;5,136733333333334;566,15;0,0;664,7834429148544;1233107,9300000002;1070966,5046880357;0,8935136391974393;0,793014221362059;94864,39435548239;9836,930217017476;116,11058582890828;0,0;665,3922828321408;1070966,5046880357;0,8935136391974392;0,7930142213620591;11383727,322657889;1180431,626042097;13933,270299468997;0,0;0,3670427186468879
2007-06-29 08:00:00;690,0;291,75;99400,0;3,8;765,4630000000001;566,15;666,15;52,1895;-3,2198599999999997;55,4094;1310491,013;1185774,91;39,97069212372525;50,02930787627475;91,01565352675709;0,7783527599421138;1,0;1,0;0,9997892296564361;0,7990220668465727;0,9224622792;756,8611141823453;566,4770495016792;667,2531473764966;1310491,013;1072620,222741001;0,9120317343915171;0,7989483393014754;13882745,958427137;1188448,6132472414;13888,270670020938;187,85048190799156;0,0;6,307175951519546;566,15;666,0539050201173;1310491,013;1072620,2227410004;0,9120317343915171;0,7989483393014751;115689,54965355949;9903,738443727012;115,73558891684115;756,8611141823453;566,15;666,6554214061955;1310491,013;1072620,222741001;0,9120317343915171;0,7989483393014754;13882745,958427137;1188448,6132472414;13888,270670020938;765,4630000000003;566,4770495016792;666,7509250211738;188,9770808222004;666,2614866984474;0,9124697112534256;0,7989483393014749;187,99505525173873;0,0;1310491,013;1185774,91;1067669,6810916364;13882745,958427137;1182971,4505484751;13863,774426315384;136,1237044804433;0,2932069844603647;6,378858333333334;566,15;0,0;665,0502102135881;1310491,013;1067669,6810916364;0,9124697112534259;0,7989483393014751;115689,54965355949;9858,095421237296;115,53145355262822;0,0;665,6575876244407;1067669,6810916364;0,9124697112534256;0,7989483393014749;13882745,958427137;1182971,4505484751;13863,774426315384;0,0;0,29473860323508444
2007-06-29 09:00:00;750,0;293,65;99400,0;6,3;831,924;566,15;666,15;52,0923;-3,31704;55,4094;1382400,5059999998;1258591,024;51,52372221847045;38,47627778152955;101,8515419638752;7,341518811890783;1,0;1,0;0,9980011593932757;0,7990220668465727;0,9224622792;819,5306768414112;566,4770495016792;667,2561785423493;1382400,5059999998;1106388,484042559;0,9176490273566403;0,7924717687033406;14940847,824527655;1197222,369135723;13810,302732949369;203,4113828810498;0,0;6,829422307011761;566,15;666,0569747612028;1382400,5059999998;1106388,4840425586;0,9176490273566402;0,7924717687033402;124507,06520439715;9976,853076131025;115,08585610791138;819,5306768414112;566,15;666,6584723389092;1382400,5059999998;1106388,484042559;0,9176490273566403;0,7924717687033406;14940847,824527655;1197222,369135723;13810,302732949369;831,9239999999998;566,4770495016792;666,7509250211738;205,3849356349402;665,9368259257785;0,9181938083050858;0,7924717687033402;203,6100718941872;0,0;1382400,5059999998;1258591,024;1098722,4792206236;14940847,824527655;1189889,5474341696;13777,765799355258;137,4653821838476;0,2697831748404712;6,9327;566,15;0,0;664,721858944224;1382400,5059999998;1098722,4792206236;0,9181938083050853;0,7924717687033402;124507,06520439715;9915,746228618078;114,81471499462715;0,0;665,3310308964926;1098722,4792206236;0,9181938083050858;0,7924717687033402;14940847,824527655;1189889,5474341696;13777,765799355258;0,0;0,27213486781142804
