date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NE.a.mf;SB.SO.a.mf;SB.SE.a.mf;SB.NO.a.tin;SB.NE.a.tin;SB.SO.a.tin;SB.SE.a.tin;SB.NO.a.tout;SB.NE.a.tout;SB.SO.a.tout;SB.SE.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NE.a.pin;SB.SO.a.pin;SB.SE.a.pin;SB.NO.a.pout;SB.NE.a.pout;SB.SO.a.pout;SB.SE.a.pout;elevation;zenith;azimuth;aoi;IAM;pr_shadows;pr_borders;pr_opt_peak;solar_fraction;SF.a.mf;SF.a.tin;SF.a.tout;SF.a.pwr;SF.b.tout;SF.b.prth;SF.b.prop;SF.b.pwr;SF.b.wpwr;SF.a.pin;SF.a.pout;SF.b.pout;SF.b.qabs;SF.b.qlst;SF.b.qlbk;SF.a.prth;SF.a.globalpr;LB.NE.a.mf;LB.NE.a.tin;LB.NE.a.tout;LB.NE.b.tout;LB.NE.a.pin;LB.NE.b.pout;LB.NE.b.prth;LB.NE.b.prop;LB.NE.b.qabs;LB.NE.b.qlst;LB.NE.b.qlbk;LB.NE.b.wpwr;SB.NE.b.tout;SB.NE.b.pout;SB.NE.b.prth;SB.NE.b.prop;SB.NE.b.qabs;SB.NE.b.qlst;SB.NE.b.qlbk;SB.NE.b.wpwr;LB.SO.a.mf;LB.SO.a.tin;LB.SO.a.tout;LB.SO.b.tout;LB.SO.a.pin;LB.SO.b.pout;LB.SO.b.prth;LB.SO.b.prop;LB.SO.b.qabs;LB.SO.b.qlst;LB.SO.b.qlbk;LB.SO.b.wpwr;SB.SO.b.tout;SB.SO.b.pout;SB.SO.b.prth;SB.SO.b.prop;SB.SO.b.qabs;SB.SO.b.qlst;SB.SO.b.qlbk;SB.SO.b.wpwr;LB.SE.a.mf;LB.SE.a.tin;LB.SE.a.tout;LB.SE.b.tout;LB.SE.a.pin;LB.SE.b.pout;LB.SE.b.prth;LB.SE.b.prop;LB.SE.b.qabs;LB.SE.b.qlst;LB.SE.b.qlbk;LB.SE.b.wpwr;SB.SE.b.tout;SB.SE.b.pout;SB.SE.b.prth;SB.SE.b.prop;SB.SE.b.qabs;SB.SE.b.qlst;SB.SE.b.qlbk;SB.SE.b.wpwr;LB.NO.a.mf;LB.NO.a.tin;LB.NO.a.tout;LB.NO.b.tout;LB.NO.a.pin;LB.NO.b.pout;LB.NO.b.prth;LB.NO.b.prop;LB.NO.b.qabs;LB.NO.b.qlst;LB.NO.b.qlbk;LB.NO.b.wpwr;SB.NO.b.tout;SB.NO.b.pout;SB.NO.b.prth;SB.NO.b.prop;SB.NO.b.qabs;SB.NO.b.qlst;SB.NO.b.qlbk;SB.NO.b.wpwr;SF.b.globalpr
2016-09-01 00:00:00;0,0;297,51472494999996;93023,85715;4,7625;59,78166924;47,83975415;48,28543241;64,90528083;483,2531952;482,18863849999997;480,987265;482,25755919999995;463,688949;459,5559158;458,2419911999999;461,2293281;-0,513043;-0,49648011700000005;0,0;1199437,568;1205552,578;1216974,1630000002;1204637,387;1150632,913;1153577,637;1165163,9449999998;1150490,725;-42,53900484622886;132,53900484622886;5,838730933738589;47,13804693237288;0,8857734369621125;0,0;0,9837995369096447;0,7990220668465727;0,9224622792;220,81213662999997;482,3788199453519;460,95252079401564;-9,708390896066819;471,93156623397664;0,0;0,48143752606281587;-4,769323153260424;0,0;1206125,5987513782;1154406,6334862465;1181105,468769732;0,0;5692299,90096296;131912,763505973;0,0;0,0;1,9284409432258065;483,2531952;0,0;473,0954600078147;1199437,568;1172377,976523672;0,0;0,4814375260628158;0,0;48066,188504573234;1107,2543786158715;0,0;471,00198636121524;1183785,900583223;0,0;0,48143752606281587;0,0;1322812,246117366;30711,330982641335;0,0;1,9284409432258065;483,2531952;0,0;473,0954600078147;1199437,568;1172377,976523672;0,0;0,4814375260628158;0,0;48066,188504573234;1107,2543786158715;0,0;470,3984459881417;1193342,5243408007;0,0;0,4814375260628159;0,0;1262680,5535933687;29450,45748250626;0,0;1,9284409432258065;483,2531952;0,0;473,0954600078147;1199437,568;1172377,976523672;0,0;0,4814375260628158;0,0;48066,188504573234;1107,2543786158715;0,0;472,2033710658077;1178064,7506436396;0,0;0,48143752606281576;0,0;1616755,2576104552;37426,0893037334;0,0;1,9284409432258065;483,2531952;0,0;473,0954600078147;1199437,568;1172377,976523672;0,0;0,4814375260628158;0,0;48066,188504573234;1107,2543786158715;0,0;473,20974831687033;1172377,9765236718;0,0;0,48143752606281587;0,0;1490051,8436417698;34324,885737092016;0,0;
2016-09-01 01:00:00;0,0;297,78505608;92968,04453;3,475;59,93109632;48,02926588;48,54199331;65,24110014;476,3524079;475,00851090000003;473,7109986;475,1412415;457,63874439999995;453,9028208;452,48003389999997;455,211454;-0,513043;-0,49953188299999995;0,0;1192167,8229999999;1196200,243;1209170,272;1194285,747;1143617,9279999998;1141629,828;1155764,511;1141672,081;-39,42874400191599;129,428744001916;25,12014745141687;44,375655597791535;0,9068732632622803;0,0;0,9852897713957621;0,7990220668465727;0,9224622792;221,74345565000002;475,2484698300907;455,03612553463586;-9,114740120221065;465,52131401121915;0,0;0,5179306639271644;-4,418269911466377;0,0;1197386,3879687486;1145273,819792472;1172148,080175791;0,0;5264851,493613411;126451,73112811922;0,0;0,0;1,9332611716129033;476,3524079;0,0;466,87531721599584;1192167,8229999999;1164959,3636794856;0,0;0,5179306639271642;0,0;44562,47701297412;1062,9652929426154;0,0;464,60222837311414;1174249,3127067569;0,0;0,5179306639271644;0,0;1222365,6710917507;29423,97999734879;0,0;1,9332611716129033;476,3524079;0,0;466,87531721599584;1192167,8229999999;1164959,3636794856;0,0;0,5179306639271642;0,0;44562,47701297412;1062,9652929426154;0,0;463,8804956047992;1185279,2805808824;0,0;0,5179306639271642;0,0;1165696,316863276;28197,991245179524;0,0;1,9332611716129033;476,3524079;0,0;466,87531721599584;1192167,8229999999;1164959,3636794856;0,0;0,5179306639271642;0,0;44562,47701297412;1062,9652929426154;0,0;465,7905509160341;1167434,676558982;0,0;0,5179306639271642;0,0;1495352,7182561853;35877,835804369824;0,0;1,9332611716129033;476,3524079;0,0;466,87531721599584;1192167,8229999999;1164959,3636794856;0,0;0,5179306639271642;0,0;44562,47701297412;1062,9652929426154;0,0;466,9677427459055;1164959,3636794856;0,0;0,5179306639271642;0,0;1381436,7874021984;32951,92408122108;0,0;
2016-09-01 02:00:00;0,0;296,77789112;92933,50242;3,2625;59,90595328;47,59346;48,8371873;65,13032639;469,0911315999999;467,821358;466,6192082;467,92588390000003;451,7493289;448,2874924;446,9983152;449,50170949999995;-0,513043;-0,495065883;0,0;1178826,1090000002;1188037,9619999998;1197344,743;1189402,45;1131370,415;1135831,7850000001;1148064,2999999998;1132945,736;-33,006018823669386;123,0060188236694;41,75912399347101;38,72365004009289;0,9406130080942992;0,0;0,9879450107375223;0,7990220668465727;0,9224622792;221,46692697;468,0272095982053;449,32379429970933;-8,348409464674754;458,8822956866338;0,0;0,5863544934950357;-4,109134788999698;0,0;1187999,7699326621;1136473,7304679658;1162757,4604132718;0,0;4885917,624101087;121874,72015220283;0,0;0,0;1,9324501058064516;469,0911315999999;0,0;460,21286068324446;1178826,1090000002;1151590,3021456387;0,0;0,5863544934950357;0,0;41336,040710978756;1024,354279600388;0,0;457,9652741594722;1166397,9365189532;0,0;0,5863544934950357;0,0;1134141,586463271;28354,25380563002;0,0;1,9324501058064516;469,0911315999999;0,0;460,21286068324446;1178826,1090000002;1151590,3021456387;0,0;0,5863544934950357;0,0;41336,040710978756;1024,354279600388;0,0;457,4376892058975;1173140,9014171318;0,0;0,5863544934950359;0,0;1083079,026243876;27191,949454532656;0,0;1,9324501058064516;469,0911315999999;0,0;460,21286068324446;1178826,1090000002;1151590,3021456387;0,0;0,5863544934950357;0,0;41336,040710978756;1024,354279600388;0,0;459,1345337720106;1162582,7085546472;0,0;0,5863544934950358;0,0;1387279,7493535997;34573,53422442812;0,0;1,9324501058064516;469,0911315999999;0,0;460,21286068324446;1178826,1090000002;1151590,3021456387;0,0;0,5863544934950357;0,0;41336,040710978756;1024,354279600388;0,0;460,28057151101325;1151590,3021456387;0,0;0,5863544934950354;0,0;1281417,262040341;31754,98266761204;0,0;
2016-09-01 03:00:00;0,0;295,40757303;92877,02918;3,4375;59,81066261;48,04146233;49,0346535;65,57016104;462,3963393;461,2129829;460,12226209999994;461,29770609999997;446,35200929999996;443,0758524;441,9035006;444,37361219999997;-0,509511217;-0,48777095;0,0;1176014,49;1179602,3;1192193,5059999998;1178862,45;1124189,387;1127032,237;1140519,6;1121353,389;-24,273227539681965;114,27322753968197;55,477866093544094;31,106036578680975;0,9713945103647269;0,0;0,9909285311106715;0,7990220668465727;0,9224622792;222,45693948000002;461,38802301983617;444,08655089202296;-7,692886175790119;452,78461172219534;0,0;0,6645628543687216;-3,848801470504455;0,0;1181194,9859693432;1127566,9582432627;1155699,9762630563;0,0;4565786,118835563;118018,27758046344;0,0;0,0;1,9293762132258065;462,3963393;0,0;454,02129881899083;1176014,49;1148791,1810329652;0,0;0,6645628543687218;0,0;38587,85900457266;991,4591059322219;0,0;451,9857612999123;1157535,628591596;0,0;0,6645628543687219;0,0;1060294,952756658;27462,91613641432;0,0;1,9293762132258065;462,3963393;0,0;454,02129881899083;1176014,49;1148791,1810329652;0,0;0,6645628543687218;0,0;38587,85900457266;991,4591059322219;0,0;451,47498161527346;1167747,3823523987;0,0;0,6645628543687218;0,0;1013098,3264631011;26343,374341768824;0,0;1,9293762132258065;462,3963393;0,0;454,02129881899083;1176014,49;1148791,1810329652;0,0;0,6645628543687218;0,0;38587,85900457266;991,4591059322219;0,0;453,0476779554165;1151647,7033908488;0,0;0,6645628543687218;0,0;1296169,2104740506;33476,7548183814;0,0;1,9293762132258065;462,3963393;0,0;454,02129881899083;1176014,49;1148791,1810329652;0,0;0,6645628543687218;0,0;38587,85900457266;991,4591059322219;0,0;454,0650394999907;1148791,181032965;0,0;0,6645628543687214;0,0;1196223,6291417526;30735,232283898884;0,0;
2016-09-01 04:00:00;0,0;293,95987742;92831,98853;4,05;59,87914018;48,17140875;49,19649138;65,52403639;456,26802839999993;455,2208945;454,1627253;455,2723929;441,0811478;437,9097043;436,7963839;439,16884209999995;-0,494268783;-0,47180278299999995;0,0;1167741,932;1169543,167;1179537,6709999999;1174919,356;1114443,683;1114926,956;1130022,889;1117803,6300000001;-14,082591292039735;104,08259129203974;66,93849805529533;22,33035376440376;0,9923692731480203;0,0;0,9938246512905926;0,7990220668465727;0,9224622792;222,77107670000004;455,3328934927574;438,8710613453651;-7,271832341375996;447,16738157497906;0,0;0,7334623663519186;-3,628206436166853;0,0;1172847,4906195696;1118976,9443163401;1147216,122454492;0,0;4293471,055958618;114632,74643703793;0,0;0,0;1,9315851670967743;456,26802839999993;0,0;448,34438969106105;1167741,932;1140381,9620454276;0,0;0,7334623663519186;0,0;36251,789272790484;962,5705474703682;0,0;446,4727102022472;1147298,3049376456;0,0;0,7334623663519189;0,0;997653,7138008594;26683,537280249937;0,0;1,9315851670967743;456,26802839999993;0,0;448,34438969106105;1167741,932;1140381,9620454276;0,0;0,7334623663519186;0,0;36251,789272790484;962,5705474703682;0,0;445,9675757166865;1154867,1827312277;0,0;0,7334623663519185;0,0;953294,8287059889;25595,041676312925;0,0;1,9315851670967743;456,26802839999993;0,0;448,34438969106105;1167741,932;1140381,9620454276;0,0;0,7334623663519186;0,0;36251,789272790484;962,5705474703682;0,0;447,4265994265158;1147656,563608557;0,0;0,7334623663519186;0,0;1218717,0459952648;32514,480508893655;0,0;1,9315851670967743;456,26802839999993;0,0;448,34438969106105;1167741,932;1140381,9620454276;0,0;0,7334623663519186;0,0;36251,789272790484;962,5705474703682;0,0;448,3655057006996;1140381,9620454272;0,0;0,7334623663519187;0,0;1123805,4674565054;29839,686971581414;0,0;
2016-09-01 05:00:00;4,227495617;292,72284887999996;92832,79114;3,65;60,02789155;48,09439714;49,24084083;65,71376871;450,70620039999994;449,6075683;448,6452928;449,7593701999999;436,18469719999996;433,4499408;432,306677;434,42068689999996;-0,532746933;-0,5075344;0,0;1159726,23;1161089,864;1177300,3129999998;1160731,275;1104334,763;1112452,44;1119341,75;1108477,5;-3,03057244209739;93,0305724420974;76,98832204939356;12,993161956832726;1,0;0,0;0,9965309333992384;0,7990220668465727;0,9224622792;223,07689822999998;449,76258421574653;434,1844075834859;-6,840957028588803;442,00661367963073;0,0;0,7785646289117949;-3,4248912361622694;0,0;1164195,5008275467;1110617,8264272867;1138401,2982033207;0,0;4042580,3117888393;111443,61014268846;0,0;0,0;1,9363835983870967;450,70620039999994;0,0;443,2076940238368;1159726,23;1132152,5489862126;0,0;0,7785646289117948;0,0;34135,60942678139;935,9038555912546;0,0;441,2806326091324;1138827,2970122567;0,0;0,7785646289117947;0,0;938654,9960978904;25929,206948862266;0,0;1,9363835983870967;450,70620039999994;0,0;443,2076940238368;1159726,23;1132152,5489862126;0,0;0,7785646289117948;0,0;34135,60942678139;935,9038555912546;0,0;440,8570926008357;1152500,328173113;0,0;0,7785646289117949;0,0;897722,7254794923;24883,085154416334;0,0;1,9363835983870967;450,70620039999994;0,0;443,2076940238368;1159726,23;1132152,5489862126;0,0;0,7785646289117948;0,0;34135,60942678139;935,9038555912546;0,0;442,3155048198846;1133232,8683165913;0,0;0,7785646289117948;0,0;1147998,6979812332;31618,298516080962;0,0;1,9363835983870967;450,70620039999994;0,0;443,2076940238368;1159726,23;1132152,5489862126;0,0;0,7785646289117948;0,0;34135,60942678139;935,9038555912546;0,0;443,2079801295981;1132152,548986213;0,0;0,7785646289117952;0,0;1058203,8922302232;29013,019523328898;0,0;
2016-09-01 06:00:00;128,9147732;292,31250672;92881,04194;3,8875;59,66948581;47,93466442;48,90666443;65,40730476;445,35036549999995;444,3423694;443,27644219999996;444,4989252;446,5869859;446,0253927;446,0286403;444,79299719999995;-0,6892626999999999;-0,65486395;0,0;1151985,996;1154616,2920000001;1166595,2000000002;1156545,9;1099767,834;1098532,341;1116122,195;1100907,382;8,468876476742118;81,53112352325789;86,41491707750083;3,545940946875682;1,0;0,41476124887857635;0,9990683583320834;0,7990220668465727;0,9224622792;221,91811941999998;444,4302480860273;445,82511178710183;0,6120879104679926;472,31806154521024;0,7593257856072764;0,7974923611370776;12,46807347220743;0,0;1157117,712271224;1103441,0314320119;1131735,0736284305;19314978,869910397;4767508,155344064;122432,79452375806;0,3168980481886658;0,0;1,9248221229032256;445,35036549999995;0,0;471,8973320468329;1151985,996;1124870,4030887156;0,7585542565899406;0,7974923611370777;160958,1572492533;39848,63763992808;1022,1707162327364;0,0;474,19467490110196;1132652,0722855665;0,7562876350137125;0,7974923611370773;4506828,402979093;1125987,8912836392;28755,5841043837;0,0;1,9248221229032256;445,35036549999995;0,0;471,8973320468329;1151985,996;1124870,4030887156;0,7585542565899406;0,7974923611370777;160958,1572492533;39848,63763992808;1022,1707162327364;0,0;471,7470082453709;1142270,246740306;0,7613977683437974;0,7974923611370778;4345870,245729839;1063310,6925641645;27409,53594927834;0,0;1,9248221229032256;445,35036549999995;0,0;471,8973320468329;1151985,996;1124870,4030887156;0,7585542565899406;0,7974923611370777;160958,1572492533;39848,63763992808;1022,1707162327364;0,0;471,27291638154225;1129448,0991354913;0,7607069112299192;0,7974923611370776;5472577,346474612;1342901,8046584898;34580,3822668812;0,0;1,9248221229032256;445,35036549999995;0,0;471,8973320468329;1151985,996;1124870,4030887156;0,7585542565899406;0,7974923611370777;160958,1572492533;39848,63763992808;1022,1707162327364;0,0;472,0075077444974;1124870,403088716;0,7585542565899406;0,7974923611370777;4989702,874726852;1235307,7668377706;31687,292203214827;0,0;
2016-09-01 07:00:00;453,7746573;294,14214898;92923,73355;4,475;69,51184254;55,93591751;56,37297702;74,84052234;439,9021625;438,94889019999994;438,9000751;439,1272509;520,986186;527,6505827999999;532,0146095;512,9425474;-0,9035431999999999;-1,058417917;0,194772483;1152815,444;1152850,0960000001;1165727,8199999998;1147309,2640000002;1080996,413;1085986,062;1099274,554;1086482,664;20,086984638384994;69,91301536161501;95,98425271394314;5,6190344673667205;1,0;0,9672449486053558;0,9985208248846418;0,7990220668465727;0,9224622792;256,66125940999996;439,23257826957985;522,7893507965421;44,56594364992204;650,7689830961191;0,9133468144816799;0,795182707202981;122,57468980937543;0,0;1154053,5037693924;1087698,1946086134;1121053,0033811715;158005571,15598518;13848405,086539974;198205,99230941196;2,820529891691348;0,004370433273667273;2,2423175012903225;439,9021625;0,0;642,1845051717472;1152815,444;1117108,9520580312;0,9169308172587493;0,7951827072029809;1316713,0929665433;110474,0194753666;1623,712272326332;0,0;661,5733240125916;1123742,8963272811;0,9074232078236986;0,7951827072029809;36867966,6030632;3443212,380086488;47453,787856022376;0,0;2,2423175012903225;439,9021625;0,0;642,1845051717472;1152815,444;1117108,9520580312;0,9169308172587493;0,7951827072029809;1316713,0929665433;110474,0194753666;1623,712272326332;0,0;654,0121587046904;1134259,781297119;0,9114782395611221;0,7951827072029808;35551253,51009666;3176287,091634178;44948,303252292135;0,0;2,2423175012903225;439,9021625;0,0;642,1845051717472;1152815,444;1117108,9520580312;0,9169308172587493;0,7951827072029809;1316713,0929665433;110474,0194753666;1623,712272326332;0,0;645,3326724961612;1112757,9150526298;0,9158527946896299;0,795182707202981;44768245,16086247;3804211,011082945;55468,82075898117;0,0;2,2423175012903225;439,9021625;0,0;642,1845051717472;1152815,444;1117108,9520580312;0,9169308172587493;0,7951827072029809;1316713,0929665433;110474,0194753666;1623,712272326332;0,0;642,809910506852;1117108,9520580315;0,91693081725875;0,7951827072029813;40818105,88196283;3424694,603736364;50335,08044211628;0,0;0,0015890106130629778
2016-09-01 08:00:00;726,6641042;297,31134399999996;92942,83803;3,95;93,11167303;74,24031621;75,24564038;100,02354659999999;435,87235239999995;436,8728016;440,25077919999995;436,96268269999996;629,3169926999999;635,0908853999999;650,2320695;635,8999512;27,5208478;-2,40473445;30,14745665;1265627,139;1265662,332;1263323,76;1268810,78;1154404,081;1158007,55;1168076,982;1154838,769;31,484400313112296;58,515599686887704;106,59598727193713;14,097504720834758;1,0;1,0;0,9962243247790982;0,7990220668465727;0,9224622792;342,62117622;437,34725270146413;637,7285788189452;153,52038020072374;689,8288344044204;0,9328513393654467;0,7749576188292087;200,1696830172516;15,041477427378512;1266058,3224344468;1158314,6037523195;1209556,3381417226;254355094,15397814;17248977,94640683;213808,99335346263;6,0356715367291836;0,19637429643271478;3,0036023558064517;435,87235239999995;0,0;678,7465751321885;1265627,139;1204115,5215637065;0,9371417153542444;0,7749576188292088;2119625,7846164843;134263,48197388125;1733,7444937366035;45837,52946892047;703,5257429662245;1216431,444989737;0,927197053257024;0,7749576188292088;59349521,969261564;4348304,259336341;51425,599663454705;6,189120997985019;3,0036023558064517;435,87235239999995;0,0;678,7465751321885;1265627,139;1204115,5215637065;0,9371417153542444;0,7749576188292088;2119625,7846164843;134263,48197388125;1733,7444937366035;45837,52946892047;696,0308510944378;1209527,0713244728;0,9299130945016255;0,7749576188292088;57229896,18464508;4038387,55098444;48966,39845431837;4,652033799959841;3,0036023558064517;435,87235239999995;0,0;678,7465751321885;1265627,139;1204115,5215637065;0,9371417153542444;0,7749576188292088;2119625,7846164843;134263,48197388125;1733,7444937366035;45837,52946892047;683,8149230334689;1209540,298201184;0,9352645913142424;0,7749576188292085;72067276,67696047;4700118,194895729;59670,91592985489;2,779359215897117;3,0036023558064517;435,87235239999995;0,0;678,7465751321885;1265627,139;1204115,5215637065;0,9371417153542444;0,7749576188292088;2119625,7846164843;134263,48197388125;1733,7444937366035;45837,52946892047;679,2157052628115;1204115,5215637072;0,9371417153542444;0,7749576188292087;65708399,32311102;4162167,9411903196;53746,0793058347;1,4209634135365352;0,1506095038747788
2016-09-01 09:00:00;809,0698151;299,52031767999995;92948,56629;3,7;136,5255646;112,6822246;109,63838170000001;147,2129401;468,8659029;477,6899227;484,08707389999995;477,31872609999994;662,5208673999999;660,7853745;665,5653275;663,8351288;47,98468265;-3,257771467;51,53271518;1652671,9679999999;1658971,4619999998;1664559,1809999999;1647138,065;1419121,875;1431944,5760000001;1446628,779;1436313,615;42,18499241273378;47,81500758726622;119,5296238627472;21,42048601780115;0,9938510615354345;1,0;0,994101895106929;0,7990220668465727;0,9224622792;506,05911100000003;476,7329022930117;663,7950286077901;220,53486038046364;659,994060816812;0,9414072659832333;0,7392560894685857;215,52444517673172;0,0;1655040,2163668582;1432937,5525622852;1540360,7728687527;269577380,96475863;15968801,498016458;210333,2806317517;8,180762777322693;0,23367151610904727;4,404050470967742;468,8659029;0,0;646,5276367196432;1652671,9679999999;1529600,656601757;0,9464259361266263;0,7392560894685857;2246478,174706321;121480,04711779988;1684,0179144968129;0,0;667,4521396651317;1553803,7491279498;0,9386632082461259;0,7392560894685858;62901388,89177701;3890022,937116814;49976,80796838485;0,0;4,404050470967742;468,8659029;0,0;646,5276367196432;1652671,9679999999;1529600,656601757;0,9464259361266263;0,7392560894685857;2246478,174706321;121480,04711779988;1684,0179144968129;0,0;670,5789693944632;1557425,134910588;0,936560319754261;0,7392560894685858;60654910,717070684;3879145,090553207;48985,78647422795;0,0;4,404050470967742;468,8659029;0,0;646,5276367196432;1652671,9679999999;1529600,656601757;0,9464259361266263;0,7392560894685857;2246478,174706321;121480,04711779988;1684,0179144968129;0,0;655,9381066836897;1527341,1119658074;0,9424631588687775;0,7392560894685858;76380257,94001493;4433752,00969464;59166,130839737714;0,0;4,404050470967742;468,8659029;0,0;646,5276367196432;1652671,9679999999;1529600,656601757;0,9464259361266263;0,7392560894685857;2246478,174706321;121480,04711779988;1684,0179144968129;0,0;647,1623642523039;1529600,6566017563;0,9464259361266264;0,7392560894685852;69640823,41589598;3765881,4606517972;52204,5553494012;0,0;0,23910380624222358
